"task","code","cue","response","target","TSR_score","strict","lenient","condition"
1,39968,"olive","branch","banking",46,"wrong","wrong","A1_B1"
1,39968,"orange","fruit","fruit",100,"correct","correct","trial"
1,39968,"orphan","educated","educate",93,"wrong","correct","A1_B2"
1,39968,"pageant","flyer","flyer",100,"correct","correct","A2_B2"
1,39968,"pigeon","mischief","mischief",100,"correct","correct","A1_B1"
1,39968,"poised","flower","annual",17,"wrong","wrong","A1_B2"
1,39968,"proposal","IDK","natives",20,"wrong","wrong","A1_B1"
1,39968,"publicity","wasp","regard",20,"wrong","wrong","A2_B1"
1,39968,"publish","IDK","hunter",0,"wrong","wrong","A2_B1"
1,39968,"sacred","IDK","crack",25,"wrong","wrong","A2_B2"
1,39968,"sewer","IDK","writer",22,"wrong","wrong","A2_B1"
1,39968,"surgical","IDK","breed",25,"wrong","wrong","A1_B2"
1,39968,"vessel","IDK","hairdo",44,"wrong","wrong","A1_B1"
1,39974,"adjust","IDK","nuisance",18,"wrong","wrong","A2_B2"
1,39974,"anguish","blatant","striped",14,"wrong","wrong","A2_B2"
1,39974,"apple","fruit","fruit",100,"correct","correct","trial"
1,39974,"banner","vitamin","vitamin",100,"correct","correct","A2_B1"
1,39974,"bloom","giggle","giggle",100,"correct","correct","A1_B2"
1,39974,"boost","hunter","hunter",100,"correct","correct","A1_B1"
1,39974,"breeding","guiding","guiding",100,"correct","correct","A1_B2"
1,39974,"broker","IDK","habitat",20,"wrong","wrong","A1_B1"
1,39974,"click","educate","educate",100,"correct","correct","A2_B2"
1,39974,"compound","venom","venom",100,"correct","correct","A2_B2"
1,39974,"confined","spacious","spacious",100,"correct","correct","A1_B1"
1,39974,"cosmic","divine","divine",100,"correct","correct","A1_B2"
1,39974,"currency","banker","banking",62,"wrong","wrong","A2_B1"
1,39974,"delayed","frontier","ominous",27,"wrong","wrong","A1_B2"
1,39974,"demand","regard","regard",100,"correct","correct","A2_B1"
1,39974,"depend","IDK","crack",25,"wrong","wrong","A1_B1"
1,39974,"dive","IDK","frontier",18,"wrong","wrong","A2_B1"
1,39974,"donation","donation","donation",100,"correct","correct","A2_B2"
1,39974,"editing","oyster","oyster",100,"correct","correct","A2_B1"
1,39974,"gallery","portray","portray",100,"correct","correct","A1_B2"
1,39974,"gifted","wizard","wizard",100,"correct","correct","A1_B1"
1,39974,"grape","tree","tree",100,"correct","correct","trial"
1,39974,"harass","annual","annual",100,"correct","correct","A2_B1"
1,39974,"heroic","writer","writer",100,"correct","correct","A2_B1"
1,39974,"laser","prolonged","prolong",88,"wrong","correct","A2_B2"
1,39974,"liberty","hairdo","hairdo",100,"correct","correct","A1_B2"
1,39974,"madness","litter","litter",100,"correct","correct","A2_B2"
1,39974,"modesty","fatal","fatal",100,"correct","correct","A1_B1"
1,39974,"mole","mischief","mischief",100,"correct","correct","A2_B2"
1,39974,"mutant","east","east",100,"correct","correct","A1_B2"
1,39974,"olive","flyer","flyer",100,"correct","correct","A1_B1"
1,39974,"orange","flower","flower",100,"correct","correct","trial"
1,39974,"orphan","mature","mature",100,"correct","correct","A1_B2"
1,39974,"pageant","nurse","nurse",100,"correct","correct","A2_B2"
1,39974,"pigeon","compute","compute",100,"correct","correct","A1_B1"
1,39974,"poised","knob","knob",100,"correct","correct","A1_B2"
1,39974,"proposal","IDK","chemist",20,"wrong","wrong","A1_B1"
1,39974,"publicity","IDK","breed",25,"wrong","wrong","A2_B1"
1,39974,"publish","frozen","frozen",100,"correct","correct","A2_B1"
1,39974,"sacred","upon","upon",100,"correct","correct","A2_B2"
1,39974,"sewer","IDK","folklore",18,"wrong","wrong","A2_B1"
1,39974,"surgical","natives","natives",100,"correct","correct","A1_B2"
1,39974,"vessel","wasp","wasp",100,"correct","correct","A1_B1"
2,39980,"adjust","brudied","brudied",100,"correct","correct","A2_B2"
2,39980,"anguish","trapely","trapely",100,"correct","correct","A2_B2"
2,39980,"apple","clartle","clartle",100,"correct","correct","trial"
2,39980,"banner","reordom","reordom",100,"correct","correct","A2_B1"
2,39980,"bloom","pheties","pheties",100,"correct","correct","A1_B2"
2,39980,"boost","glorned","glorned",100,"correct","correct","A1_B1"
2,39980,"breeding","trunned","trunned",100,"correct","correct","A1_B2"
2,39980,"broker","achirin","achirin",100,"correct","correct","A1_B1"
2,39980,"click","lonbust","lonbust",100,"correct","correct","A2_B2"
2,39980,"compound","ottress","ottress",100,"correct","correct","A2_B2"
2,39980,"confined","detrabed","detrabe",93,"wrong","correct","A1_B1"
2,39980,"cosmic","pruffed","pruffed",100,"correct","correct","A1_B2"
2,39980,"currency","drodged","drodged",100,"correct","correct","A2_B1"
2,39980,"delayed","addeded","addeded",100,"correct","correct","A1_B2"
2,39980,"demand","drandal","drandal",100,"correct","correct","A2_B1"
2,39980,"depend","flanish","flanish",100,"correct","correct","A1_B1"
2,39980,"dive","blosper","blosper",100,"correct","correct","A2_B1"
2,39980,"donation","thraped","thraped",100,"correct","correct","A2_B2"
2,39980,"editing","flatial","flatial",100,"correct","correct","A2_B1"
2,39980,"gallery","clitten","clitten",100,"correct","correct","A1_B2"
2,39980,"gifted","treeple","treeple",100,"correct","correct","A1_B1"
2,39980,"grape","dramens","dramens",100,"correct","correct","trial"
2,39980,"harass","dradden","dradden",100,"correct","correct","A2_B1"
2,39980,"heroic","slouder","slouder",100,"correct","correct","A2_B1"
2,39980,"laser","stereas","stereas",100,"correct","correct","A2_B2"
2,39980,"liberty","fastade","fastade",100,"correct","correct","A1_B2"
2,39980,"madness","bensked","bensked",100,"correct","correct","A2_B2"
2,39980,"modesty","tremish","tremish",100,"correct","correct","A1_B1"
2,39980,"mole","chyrene","chyrene",100,"correct","correct","A2_B2"
2,39980,"mutant","blerved","blerved",100,"correct","correct","A1_B2"
2,39980,"olive","tossens","tossens",100,"correct","correct","A1_B1"
2,39980,"orange","scrones","scrones",100,"correct","correct","trial"
2,39980,"orphan","grature","grature",100,"correct","correct","A1_B2"
2,39980,"pageant","drusier","drusier",100,"correct","correct","A2_B2"
2,39980,"pigeon","castopp","castopp",100,"correct","correct","A1_B1"
2,39980,"poised","nither","nithter",92,"wrong","correct","A1_B2"
2,39980,"proposal","cridded","cridded",100,"correct","correct","A1_B1"
2,39980,"publicity","plished","plished",100,"correct","correct","A2_B1"
2,39980,"publish","slarves","slarves",100,"correct","correct","A2_B1"
2,39980,"sacred","blonged","blonged",100,"correct","correct","A2_B2"
2,39980,"sewer","slooper","slooper",100,"correct","correct","A2_B1"
2,39980,"surgical","drereby","drereby",100,"correct","correct","A1_B2"
2,39980,"vessel","plaured","pluared",86,"wrong","correct","A1_B1"
1,39981,"adjust","idk","nuisance",18,"wrong","wrong","A2_B2"
1,39981,"anguish","idk","nurse",0,"wrong","wrong","A2_B2"
1,39981,"apple","fruit","fruit",100,"correct","correct","trial"
1,39981,"banner","vitamin","vitamin",100,"correct","correct","A2_B1"
1,39981,"bloom","idk","east",0,"wrong","wrong","A1_B2"
1,39981,"boost","oyster","oyster",100,"correct","correct","A1_B1"
1,39981,"breeding","spacious","spacious",100,"correct","correct","A1_B2"
1,39981,"broker","idk","knob",29,"wrong","wrong","A1_B1"
1,39981,"click","idk","folklore",18,"wrong","wrong","A2_B2"
1,39981,"compound","venom","venom",100,"correct","correct","A2_B2"
1,39981,"confined","frozen","frozen",100,"correct","correct","A1_B1"
1,39981,"cosmic","divine","divine",100,"correct","correct","A1_B2"
1,39981,"currency","idk","fatal",0,"wrong","wrong","A2_B1"
1,39981,"delayed","idk","frontier",18,"wrong","wrong","A1_B2"
1,39981,"demand","upon","upon",100,"correct","correct","A2_B1"
1,39981,"depend","idk","wasp",0,"wrong","wrong","A1_B1"
1,39981,"dive","idk","mature",0,"wrong","wrong","A2_B1"
1,39981,"donation","idk","prolong",0,"wrong","wrong","A2_B2"
1,39981,"editing","idk","hunter",0,"wrong","wrong","A2_B1"
1,39981,"gallery","potray","portray",92,"wrong","correct","A1_B2"
1,39981,"gifted","folklore","compute",27,"wrong","wrong","A1_B1"
1,39981,"grape","flower","flower",100,"correct","correct","trial"
1,39981,"harass","idk","habitat",20,"wrong","wrong","A2_B1"
1,39981,"heroic","folklore","educate",13,"wrong","wrong","A2_B1"
1,39981,"laser","idk","donation",18,"wrong","wrong","A2_B2"
1,39981,"liberty","idk","natives",20,"wrong","wrong","A1_B2"
1,39981,"madness","idk","writer",22,"wrong","wrong","A2_B2"
1,39981,"modesty","idk","giggle",22,"wrong","wrong","A1_B1"
1,39981,"mole","front","wizard",18,"wrong","wrong","A2_B2"
1,39981,"mutant","annual","annual",100,"correct","correct","A1_B2"
1,39981,"olive","flower","flyer",73,"wrong","wrong","A1_B1"
1,39981,"orange","tree","tree",100,"correct","correct","trial"
1,39981,"orphan","idk","ominous",20,"wrong","wrong","A1_B2"
1,39981,"pageant","idk","striped",40,"wrong","wrong","A2_B2"
1,39981,"pigeon","idk","litter",22,"wrong","wrong","A1_B1"
1,39981,"poised","flower","banking",0,"wrong","wrong","A1_B2"
1,39981,"proposal","wasp","hairdo",20,"wrong","wrong","A1_B1"
1,39981,"publicity","idk","regard",22,"wrong","wrong","A2_B1"
1,39981,"publish","idk","guiding",40,"wrong","wrong","A2_B1"
1,39981,"sacred","breed","breed",100,"correct","correct","A2_B2"
1,39981,"sewer","idk","mischief",18,"wrong","wrong","A2_B1"
1,39981,"surgical","chemist","chemist",100,"correct","correct","A1_B2"
1,39981,"vessel","crack","crack",100,"correct","correct","A1_B1"
1,40015,"adjust","hunter","hunter",100,"correct","correct","A2_B2"
1,40015,"anguish","annual","knob",20,"wrong","wrong","A2_B2"
1,40015,"apple","flower","flower",100,"correct","correct","trial"
1,40015,"banner","idk","venom",0,"wrong","wrong","A2_B1"
1,40015,"bloom","flower","east",20,"wrong","wrong","A1_B2"
1,40015,"boost","prolong","prolong",100,"correct","correct","A1_B1"
1,40015,"breeding","donation","divine",43,"wrong","wrong","A1_B2"
1,40015,"broker","striped","striped",100,"correct","correct","A1_B1"
1,40015,"click","idk","mature",0,"wrong","wrong","A2_B2"
1,40015,"compound","vessel","upon",0,"wrong","wrong","A2_B2"
1,40015,"confined","idk","portray",0,"wrong","wrong","A1_B1"
1,40015,"cosmic","nuisance","nuisance",100,"correct","correct","A1_B2"
1,40015,"currency","broke","fatal",0,"wrong","wrong","A2_B1"
1,40015,"delayed","educate","educate",100,"correct","correct","A1_B2"
1,40015,"demand","hairdo","hairdo",100,"correct","correct","A2_B1"
1,40015,"depend","chemist","chemist",100,"correct","correct","A1_B1"
1,40015,"dive","idk","ominous",20,"wrong","wrong","A2_B1"
1,40015,"donation","oyster","oyster",100,"correct","correct","A2_B2"
1,40015,"editing","frozen","frozen",100,"correct","correct","A2_B1"
1,40015,"gallery","guiding","guiding",100,"correct","correct","A1_B2"
1,40015,"gifted","writer","writer",100,"correct","correct","A1_B1"
1,40015,"grape","fruit","fruit",100,"correct","correct","trial"
1,40015,"harass","banking","banking",100,"correct","correct","A2_B1"
1,40015,"heroic","idk","compute",0,"wrong","wrong","A2_B1"
1,40015,"laser","donation","donation",100,"correct","correct","A2_B2"
1,40015,"liberty","natives","natives",100,"correct","correct","A1_B2"
1,40015,"madness","folklore","folklore",100,"correct","correct","A2_B2"
1,40015,"modesty","annual","annual",100,"correct","correct","A1_B1"
1,40015,"mole","idk","frontier",18,"wrong","wrong","A2_B2"
1,40015,"mutant","flyer","flyer",100,"correct","correct","A1_B2"
1,40015,"olive","garden","nurse",36,"wrong","wrong","A1_B1"
1,40015,"orange","tree","tree",100,"correct","correct","trial"
1,40015,"orphan","litter","litter",100,"correct","correct","A1_B2"
1,40015,"pageant","giggle","giggle",100,"correct","correct","A2_B2"
1,40015,"pigeon","mischief","mischief",100,"correct","correct","A1_B1"
1,40015,"poised","garden","habitat",15,"wrong","wrong","A1_B2"
1,40015,"proposal","crack","crack",100,"correct","correct","A1_B1"
1,40015,"publicity","breed","breed",100,"correct","correct","A2_B1"
1,40015,"publish","idk","spacious",18,"wrong","wrong","A2_B1"
1,40015,"sacred","wasp","wasp",100,"correct","correct","A2_B2"
1,40015,"sewer","madness","wizard",31,"wrong","wrong","A2_B1"
1,40015,"surgical","vitamins","vitamin",93,"wrong","correct","A1_B2"
1,40015,"vessel","wasp","regard",20,"wrong","wrong","A1_B1"
2,40016,"adjust","detrabe","detrabe",100,"correct","correct","A2_B2"
2,40016,"anguish","trapely","trapely",100,"correct","correct","A2_B2"
2,40016,"apple","scrones","scrones",100,"correct","correct","trial"
2,40016,"banner","drereby","drereby",100,"correct","correct","A2_B1"
2,40016,"bloom","tossens","tossens",100,"correct","correct","A1_B2"
2,40016,"boost","flatial","flatial",100,"correct","correct","A1_B1"
2,40016,"breeding","thraped","thraped",100,"correct","correct","A1_B2"
2,40016,"broker","tremish","tremish",100,"correct","correct","A1_B1"
2,40016,"click","lonbust","lonbust",100,"correct","correct","A2_B2"
2,40016,"compound","reordom","reordom",100,"correct","correct","A2_B2"
2,40016,"confined","glorned","glorned",100,"correct","correct","A1_B1"
2,40016,"cosmic","slarves","slarves",100,"correct","correct","A1_B2"
2,40016,"currency","pheties","pheties",100,"correct","correct","A2_B1"
2,40016,"delayed","treeple","treeple",100,"correct","correct","A1_B2"
2,40016,"demand","flanish","flanish",100,"correct","correct","A2_B1"
2,40016,"depend","ottress","ottress",100,"correct","correct","A1_B1"
2,40016,"dive","addeded","addeded",100,"correct","correct","A2_B1"
2,40016,"donation","brudied","brudied",100,"correct","correct","A2_B2"
2,40016,"editing","pruffed","pruffed",100,"correct","correct","A2_B1"
2,40016,"gallery","stereas","stereas",100,"correct","correct","A1_B2"
2,40016,"gifted","slooper","slooper",100,"correct","correct","A1_B1"
2,40016,"grape","clartle","clartle",100,"correct","correct","trial"
2,40016,"harass","blerved","blerved",100,"correct","correct","A2_B1"
2,40016,"heroic","slouder","slouder",100,"correct","correct","A2_B1"
2,40016,"laser","clitten","clitten",100,"correct","correct","A2_B2"
2,40016,"liberty","pluared","pluared",100,"correct","correct","A1_B2"
2,40016,"madness","blosper","blosper",100,"correct","correct","A2_B2"
2,40016,"modesty","drodgged","drodged",93,"wrong","correct","A1_B1"
2,40016,"mole","bensked","bensked",100,"correct","correct","A2_B2"
2,40016,"mutant","achirin","achirin",100,"correct","correct","A1_B2"
2,40016,"olive","nithter","nithter",100,"correct","correct","A1_B1"
2,40016,"orange","dramens","dramens",100,"correct","correct","trial"
2,40016,"orphan","chyrene","chyrene",100,"correct","correct","A1_B2"
2,40016,"pageant","dradden","dradden",100,"correct","correct","A2_B2"
2,40016,"pigeon","castopp","castopp",100,"correct","correct","A1_B1"
2,40016,"poised","drusier","drusier",100,"correct","correct","A1_B2"
2,40016,"proposal","drandal","drandal",100,"correct","correct","A1_B1"
2,40016,"publicity","plished","plished",100,"correct","correct","A2_B1"
2,40016,"publish","trunned","trunned",100,"correct","correct","A2_B1"
2,40016,"sacred","blonged","blonged",100,"correct","correct","A2_B2"
2,40016,"sewer","grature","grature",100,"correct","correct","A2_B1"
2,40016,"surgical","cridded","cridded",100,"correct","correct","A1_B2"
2,40016,"vessel","fastade","fastade",100,"correct","correct","A1_B1"
2,40028,"adjust","slarves","slarves",100,"correct","correct","A2_B2"
2,40028,"anguish","nithter","nithter",100,"correct","correct","A2_B2"
2,40028,"apple","dramens","dramens",100,"correct","correct","trial"
2,40028,"banner","reordom","reordom",100,"correct","correct","A2_B1"
2,40028,"bloom","pheties","pheties",100,"correct","correct","A1_B2"
2,40028,"boost","flatial","flatial",100,"correct","correct","A1_B1"
2,40028,"breeding","pruffed","pruffed",100,"correct","correct","A1_B2"
2,40028,"broker","blerved","blerved",100,"correct","correct","A1_B1"
2,40028,"click","grature","grature",100,"correct","correct","A2_B2"
2,40028,"compound","ottress","ottress",100,"correct","correct","A2_B2"
2,40028,"confined","brudied","brudied",100,"correct","correct","A1_B1"
2,40028,"cosmic","glorned","glorned",100,"correct","correct","A1_B2"
2,40028,"currency","drodged","drodged",100,"correct","correct","A2_B1"
2,40028,"delayed","castopp","castopp",100,"correct","correct","A1_B2"
2,40028,"demand","plished","plished",100,"correct","correct","A2_B1"
2,40028,"depend","blonged","blonged",100,"correct","correct","A1_B1"
2,40028,"dive","lonbust","lonbust",100,"correct","correct","A2_B1"
2,40028,"donation","clitten","clitten",100,"correct","correct","A2_B2"
2,40028,"editing","detrabe","detrabe",100,"correct","correct","A2_B1"
2,40028,"gallery","stereas","stereas",100,"correct","correct","A1_B2"
2,40028,"gifted","bensked","bensked",100,"correct","correct","A1_B1"
2,40028,"grape","scrones","scrones",100,"correct","correct","trial"
2,40028,"harass","tremish","tremish",100,"correct","correct","A2_B1"
2,40028,"heroic","addeded","addeded",100,"correct","correct","A2_B1"
2,40028,"laser","thraped","thraped",100,"correct","correct","A2_B2"
2,40028,"liberty","pluared","pluared",100,"correct","correct","A1_B2"
2,40028,"madness","slouder","slouder",100,"correct","correct","A2_B2"
2,40028,"modesty","trapely","trapely",100,"correct","correct","A1_B1"
2,40028,"mole","blosper","blosper",100,"correct","correct","A2_B2"
2,40028,"mutant","tossens","tossens",100,"correct","correct","A1_B2"
2,40028,"olive","achirin","achirin",100,"correct","correct","A1_B1"
2,40028,"orange","clartle","clartle",100,"correct","correct","trial"
2,40028,"orphan","treeple","treeple",100,"correct","correct","A1_B2"
2,40028,"pageant","drusier","drusier",100,"correct","correct","A2_B2"
2,40028,"pigeon","slooper","slooper",100,"correct","correct","A1_B1"
2,40028,"poised","dradden","dradden",100,"correct","correct","A1_B2"
2,40028,"proposal","drereby","drereby",100,"correct","correct","A1_B1"
2,40028,"publicity","drandal","drandal",100,"correct","correct","A2_B1"
2,40028,"publish","trunned","trunned",100,"correct","correct","A2_B1"
2,40028,"sacred","fastade","fastade",100,"correct","correct","A2_B2"
2,40028,"sewer","chyrene","chyrene",100,"correct","correct","A2_B1"
2,40028,"surgical","cridded","cridded",100,"correct","correct","A1_B2"
2,40028,"vessel","flanish","flanish",100,"correct","correct","A1_B1"
1,40036,"adjust","IDK","oyster",0,"wrong","wrong","A2_B2"
1,40036,"anguish","giggle","giggle",100,"correct","correct","A2_B2"
1,40036,"apple","tree","tree",100,"correct","correct","trial"
1,40036,"banner","crack","crack",100,"correct","correct","A2_B1"
1,40036,"bloom","IDK","flyer",0,"wrong","wrong","A1_B2"
1,40036,"boost","IDK","frozen",0,"wrong","wrong","A1_B1"
1,40036,"breeding","donation","donation",100,"correct","correct","A1_B2"
1,40036,"broker","banking","knob",36,"wrong","wrong","A1_B1"
1,40036,"click","compute","compute",100,"correct","correct","A2_B2"
1,40036,"compound","chemist","natives",29,"wrong","wrong","A2_B2"
1,40036,"confined","guiding","guiding",100,"correct","correct","A1_B1"
1,40036,"cosmic","IDK","portray",0,"wrong","wrong","A1_B2"
1,40036,"currency","banking","banking",100,"correct","correct","A2_B1"
1,40036,"delayed","folklore","folklore",100,"correct","correct","A1_B2"
1,40036,"demand","regard","wasp",20,"wrong","wrong","A2_B1"
1,40036,"depend","regard","regard",100,"correct","correct","A1_B1"
1,40036,"dive","frontier","frontier",100,"correct","correct","A2_B1"
1,40036,"donation","spacious","spacious",100,"correct","correct","A2_B2"
1,40036,"editing","hunter","hunter",100,"correct","correct","A2_B1"
1,40036,"gallery","IDK","divine",22,"wrong","wrong","A1_B2"
1,40036,"gifted","mature","mature",100,"correct","correct","A1_B1"
1,40036,"grape","fruit","fruit",100,"correct","correct","trial"
1,40036,"harass","IDK","habitat",20,"wrong","wrong","A2_B1"
1,40036,"heroic","ominous","ominous",100,"correct","correct","A2_B1"
1,40036,"laser","IDK","nuisance",18,"wrong","wrong","A2_B2"
1,40036,"liberty","venom","venom",100,"correct","correct","A1_B2"
1,40036,"madness","writer","writer",100,"correct","correct","A2_B2"
1,40036,"modesty","fatal","fatal",100,"correct","correct","A1_B1"
1,40036,"mole","litter","litter",100,"correct","correct","A2_B2"
1,40036,"mutant","nurse","nurse",100,"correct","correct","A1_B2"
1,40036,"olive","east","east",100,"correct","correct","A1_B1"
1,40036,"orange","flower","flower",100,"correct","correct","trial"
1,40036,"orphan","wizard","wizard",100,"correct","correct","A1_B2"
1,40036,"pageant","annual","annual",100,"correct","correct","A2_B2"
1,40036,"pigeon","litter","mischief",29,"wrong","wrong","A1_B1"
1,40036,"poised","pageant","striped",29,"wrong","wrong","A1_B2"
1,40036,"proposal","upon","upon",100,"correct","correct","A1_B1"
1,40036,"publicity","chemist","chemist",100,"correct","correct","A2_B1"
1,40036,"publish","prolong","prolong",100,"correct","correct","A2_B1"
1,40036,"sacred","breed","breed",100,"correct","correct","A2_B2"
1,40036,"sewer","educate","educate",100,"correct","correct","A2_B1"
1,40036,"surgical","hairdo","hairdo",100,"correct","correct","A1_B2"
1,40036,"vessel","vitamin","vitamin",100,"correct","correct","A1_B1"
1,40037,"adjust","idk","divine",22,"wrong","wrong","A2_B2"
1,40037,"anguish","annual","annual",100,"correct","correct","A2_B2"
1,40037,"apple","fruit","fruit",100,"correct","correct","trial"
1,40037,"banner","wasp","natives",36,"wrong","wrong","A2_B1"
1,40037,"bloom","flyer","habitat",0,"wrong","wrong","A1_B2"
1,40037,"boost","idk","donation",18,"wrong","wrong","A1_B1"
1,40037,"breeding","frozen","frozen",100,"correct","correct","A1_B2"
1,40037,"broker","nurse","nurse",100,"correct","correct","A1_B1"
1,40037,"click","idk","writer",22,"wrong","wrong","A2_B2"
1,40037,"compound","breed","breed",100,"correct","correct","A2_B2"
1,40037,"confined","nuisance","nuisance",100,"correct","correct","A1_B1"
1,40037,"cosmic","idk","prolong",0,"wrong","wrong","A1_B2"
1,40037,"currency","banking","banking",100,"correct","correct","A2_B1"
1,40037,"delayed","idk","ominous",20,"wrong","wrong","A1_B2"
1,40037,"demand","idk","wasp",0,"wrong","wrong","A2_B1"
1,40037,"depend","vitamin","vitamin",100,"correct","correct","A1_B1"
1,40037,"dive","idk","wizard",44,"wrong","wrong","A2_B1"
1,40037,"donation","boost","oyster",55,"wrong","wrong","A2_B2"
1,40037,"editing","spacious","guiding",13,"wrong","wrong","A2_B1"
1,40037,"gallery","portray","portray",100,"correct","correct","A1_B2"
1,40037,"gifted","litter","litter",100,"correct","correct","A1_B1"
1,40037,"grape","flower","flower",100,"correct","correct","trial"
1,40037,"harass","fatal","fatal",100,"correct","correct","A2_B1"
1,40037,"heroic","folklore","folklore",100,"correct","correct","A2_B1"
1,40037,"laser","hunter","hunter",100,"correct","correct","A2_B2"
1,40037,"liberty","upon","upon",100,"correct","correct","A1_B2"
1,40037,"madness","frontier","frontier",100,"correct","correct","A2_B2"
1,40037,"modesty","eager","east",44,"wrong","wrong","A1_B1"
1,40037,"mole","compute","compute",100,"correct","correct","A2_B2"
1,40037,"mutant","idk","striped",40,"wrong","wrong","A1_B2"
1,40037,"olive","knob","knob",100,"correct","correct","A1_B1"
1,40037,"orange","tree","tree",100,"correct","correct","trial"
1,40037,"orphan","mature","mature",100,"correct","correct","A1_B2"
1,40037,"pageant","flyer","giggle",36,"wrong","wrong","A2_B2"
1,40037,"pigeon","idk","mischief",18,"wrong","wrong","A1_B1"
1,40037,"poised","idk","flyer",0,"wrong","wrong","A1_B2"
1,40037,"proposal","venom","venom",100,"correct","correct","A1_B1"
1,40037,"publicity","chemist","chemist",100,"correct","correct","A2_B1"
1,40037,"publish","spacious","spacious",100,"correct","correct","A2_B1"
1,40037,"sacred","idk","crack",25,"wrong","wrong","A2_B2"
1,40037,"sewer","idk","educate",20,"wrong","wrong","A2_B1"
1,40037,"surgical","hairdo","hairdo",100,"correct","correct","A1_B2"
1,40037,"vessel","idk","regard",22,"wrong","wrong","A1_B1"
2,40041,"adjust","detrabe","detrabe",100,"correct","correct","A2_B2"
2,40041,"anguish","tossens","tossens",100,"correct","correct","A2_B2"
2,40041,"apple","scrones","scrones",100,"correct","correct","trial"
2,40041,"banner","drereby","drereby",100,"correct","correct","A2_B1"
2,40041,"bloom","trapely","trapely",100,"correct","correct","A1_B2"
2,40041,"boost","stereas","stereas",100,"correct","correct","A1_B1"
2,40041,"breeding","clitten","clitten",100,"correct","correct","A1_B2"
2,40041,"broker","dradden","dradden",100,"correct","correct","A1_B1"
2,40041,"click","slooper","slooper",100,"correct","correct","A2_B2"
2,40041,"compound","drandal","drandal",100,"correct","correct","A2_B2"
2,40041,"confined","pruffed","pruffed",100,"correct","correct","A1_B1"
2,40041,"cosmic","glorned","glorned",100,"correct","correct","A1_B2"
2,40041,"currency","achirin","achirin",100,"correct","correct","A2_B1"
2,40041,"delayed","addeded","addeded",100,"correct","correct","A1_B2"
2,40041,"demand","cridded","cridded",100,"correct","correct","A2_B1"
2,40041,"depend","reordom","reordom",100,"correct","correct","A1_B1"
2,40041,"dive","chyrene","chyrene",100,"correct","correct","A2_B1"
2,40041,"donation","thraped","thraped",100,"correct","correct","A2_B2"
2,40041,"editing","trunned","trunned",100,"correct","correct","A2_B1"
2,40041,"gallery","brudied","brudied",100,"correct","correct","A1_B2"
2,40041,"gifted","blosper","blosper",100,"correct","correct","A1_B1"
2,40041,"grape","dramens","dramens",100,"correct","correct","trial"
2,40041,"harass","nither","nithter",92,"wrong","correct","A2_B1"
2,40041,"heroic","treeple","treeple",100,"correct","correct","A2_B1"
2,40041,"laser","slarves","slarves",100,"correct","correct","A2_B2"
2,40041,"liberty","pluared","pluared",100,"correct","correct","A1_B2"
2,40041,"madness","bensked","bensked",100,"correct","correct","A2_B2"
2,40041,"modesty","drusier","drusier",100,"correct","correct","A1_B1"
2,40041,"mole","castopp","castopp",100,"correct","correct","A2_B2"
2,40041,"mutant","blerved","blerved",100,"correct","correct","A1_B2"
2,40041,"olive","drodged","drodged",100,"correct","correct","A1_B1"
2,40041,"orange","clartle","clartle",100,"correct","correct","trial"
2,40041,"orphan","grature","grature",100,"correct","correct","A1_B2"
2,40041,"pageant","pheties","pheties",100,"correct","correct","A2_B2"
2,40041,"pigeon","lonbust","lonbust",100,"correct","correct","A1_B1"
2,40041,"poised","termish","tremish",86,"wrong","correct","A1_B2"
2,40041,"proposal","blonged","blonged",100,"correct","correct","A1_B1"
2,40041,"publicity","fastade","fastade",100,"correct","correct","A2_B1"
2,40041,"publish","flatial","flatial",100,"correct","correct","A2_B1"
2,40041,"sacred","ottress","ottress",100,"correct","correct","A2_B2"
2,40041,"sewer","slouder","slouder",100,"correct","correct","A2_B1"
2,40041,"surgical","plished","plished",100,"correct","correct","A1_B2"
2,40041,"vessel","flanish","flanish",100,"correct","correct","A1_B1"
2,40045,"adjust","flatial","flatial",100,"correct","correct","A2_B2"
2,40045,"anguish","blerved","blerved",100,"correct","correct","A2_B2"
2,40045,"apple","scrones","scrones",100,"correct","correct","trial"
2,40045,"banner","flanish","flanish",100,"correct","correct","A2_B1"
2,40045,"bloom","drodged","drodged",100,"correct","correct","A1_B2"
2,40045,"boost","detrabe","detrabe",100,"correct","correct","A1_B1"
2,40045,"breeding","stereas","stereas",100,"correct","correct","A1_B2"
2,40045,"broker","drusier","drusier",100,"correct","correct","A1_B1"
2,40045,"click","bensked","bensked",100,"correct","correct","A2_B2"
2,40045,"compound","reordom","reordom",100,"correct","correct","A2_B2"
2,40045,"confined","pruffed","pruffed",100,"correct","correct","A1_B1"
2,40045,"cosmic","thraped","thraped",100,"correct","correct","A1_B2"
2,40045,"currency","trapely","trapely",100,"correct","correct","A2_B1"
2,40045,"delayed","grature","grature",100,"correct","correct","A1_B2"
2,40045,"demand","ottress","ottress",100,"correct","correct","A2_B1"
2,40045,"depend","drandal","drandal",100,"correct","correct","A1_B1"
2,40045,"dive","slouder","slouder",100,"correct","correct","A2_B1"
2,40045,"donation","brudied","brudied",100,"correct","correct","A2_B2"
2,40045,"editing","clitten","clitten",100,"correct","correct","A2_B1"
